Tweets;Label
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @netmediatama: paslon 2 akan mewujudkan birokrasi jakarta yang bersih dan melayani dengan hati. #debat2pilkadadki https:\/\/t.co\/bz2oj5kphz;positif
rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75;positif
rt @jokoanwar: pak anies, kesempatan ngomong visi misi malah salam-salamin orang. #debat2pilkadadki;positif
membandingkan ntb dengan dki jakarta apa pantas padahal kita sama2 tahu jika mau membandingan sesuatu harus sebanding#debat2pilkadadki;positif
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
pak ahok sudah tepat pake data 2015,data dr kompas 2016 jg benar juga tp pak anis sudah tdk menjabat menteri \ud83d\ude09 cc:\u2026 https:\/\/t.co\/fc9fefwl71;positif
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;positif
rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026;positif
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;positif
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;positif
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @richardotio: bangkeeeeee.. siapa nih yang buat meme seperti ini? gw ngakak brutal sampai planet jupiter... hahahahaha..\u2026 ;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki, sangat mulia, terima kasih pak @basuki_b\u2026;positif
rt @netmediatama: .@basuki_btp akan siapkan pembangunan sistem transportasi dengan transparasi utk menjawab pertanyaan dari\u2026 ;positif
rt @teddygusnaidi: 2. anies dan agus adalah dua orang yg bermimpi semuanya perfect, tdk ada yang salah dan harus menjadi manusia tanpa caca\u2026;positif
rt @netmediatama: komitmen paslon 2: birokrasi dengan semangat melayani publik. #debat2pilkadadki https:\/\/t.co\/d2y14cndw3;positif
pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress, jkt lebih baik.\n#debat2pilkadadki;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
makin sering debat makin kelihatan karakter dan isi kepala paslon. pokoke blt pasti kelar, rt\/rw kasih duit kelaaar\u2026 https:\/\/t.co\/pvnihhwsec;positif
rt @jokoanwar: tiap ahok djarot ngomong, nambah ilmu ya kita. #debat2pilkadadki https:\/\/t.co\/xwwrnalpbu;positif
rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75;positif
ada yg jadi jd pemimpin 10 thn nggak jd apa, sementara ahok baru 2 thn sdh merubah jakarta, apalagi kalau ditambah\u2026 https:\/\/t.co\/fi5pdafrqh;positif
rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026;positif
rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026;positif
#debat2pilkadadki\n#umatshalatistikharah ..allah swt maha tahu yg ada di dlm hati kita .&amp;positif
rt @netmediatama: komitmen paslon 2: birokrasi dengan semangat melayani publik. #debat2pilkadadki https:\/\/t.co\/d2y14cndw3;positif
pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress, jkt lebih baik.\n#debat2pilkadadki;positif
rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75;positif
rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki, sangat mulia, terima kasih pak @basuki_b\u2026;positif
rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026;positif
rt @ponakannyaom: kembali saya ingatkan, siapa pun\n\nsekali lagi\n\ns i a p a p u n \n\nyang akhirnya menang\n\nyeezy kemal sudah siap\n\n#debat2pil\u2026;positif
rt @lixe1973: #debat2pilkadadki pikiran saya : hanya no.2 yg melindungi rakyatnya sdgkan no.1 &amp;positif
rt @retnali: pak anies ga pernah liat kali ya setiap pagi warga nungguin pak ahok depan kantornya buat nyari solusi permasalahan mereka #de\u2026;positif
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;positif
rt @ochibi19: jelas pk ahok paling brkemampuan jd gubernur.\nklo yg kalian prmslahkan itu pribadinya.kalian cuma gak kenal sja.asli baik\n#de\u2026;positif
"rt @teddygusnaidi: bedanya @agusyudhoyono dan @basuki_btp . kalau agus \""warga\"" berseragam kalau ahok warga beragam. ingat kata agus, a\u2026 ";positif
surat an-nisa sangat pas dengan kondisi sekarang \n#indonesiabersamaulama #spirit212 #debat2pilkadadki #saveislam \nhttps:\/\/t.co\/6nny4pnsnq;positif
rt @teddygusnaidi: pengen tau apa tanggapan @annisapohan dan @sbyudhoyono ... kalau @agusyudhoyono gak perlu ditanya, ntar ngak nyambu\u2026 ;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @jokoanwar: at least agus ahok ngomongin visi misi mereka di visi misi. bukan nyoba ngejatohin orang, ya. #debat2pilkadadki;positif
rt @digebuk: moment of the day: ahok jadi wasit! \ud83e\udd23\ud83e\udd23\ud83e\udd23\n\n#debat2pilkadadki;positif
rt @rezathfc: ahok melerai sylvi dan anies, the best moment of #debat2pilkadadki;positif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja nu dukung polda bali usu... https:\/\/t.co\/v4198chkhz #debat2pilkadadki #imlek;positif
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;positif
"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 ";positif
rt @tweetparpol: ini harga per-berita wartawan yang dipelihara oleh pdip https:\/\/t.co\/e1s4uozeo7\n\n #debat2pilkadadki;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026;positif
rt @richardotio: bangkeeeeee.. siapa nih yang buat meme seperti ini? gw ngakak brutal sampai planet jupiter... hahahahaha..\u2026 ;positif
rt @adib_ajalah: akhirnya publik pun tau mna yg layak dan teruji @basuki_btp #debat2pilkadadki https:\/\/t.co\/nppxo6unzs;positif
rt @jokoanwar: ahok: kami bukan saja rencana lawan ketidakadilan sosial dalam birokrasi. kami sudah lakukan. kami hilangkan pungli, dsb. #d\u2026;positif
semua orang sudah pintar kok jangan buang uang dan waktu sia sia #debat2pilkadadki;positif
rt @kamvflase: setelah menyaksikan #debat2pilkadadki semalam, siapa yang paling pantas untuk memimpin dki jakarta?;positif
rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026;positif
rt @jokoanwar: tiap ahok djarot ngomong, nambah ilmu ya kita. #debat2pilkadadki https:\/\/t.co\/xwwrnalpbu;positif
rt @kamvflase: setelah menyaksikan #debat2pilkadadki semalam, siapa yang paling pantas untuk memimpin dki jakarta?;positif
rt @erikarlebang: keren nih @aniesbaswedan menyerang masalah pendidikan dki terus. cerdas! kenapa gak jadi mendikbud aja ya?\n\n#debat2pilkad\u2026;positif
rt @yusuflogen: ahok terkenal sbg gub tdk santun, tp kok kesan saya si ahok paling santun ya hari ini dbanding agus dan anis #debat2pilkada\u2026;positif
rt @rey231213: #debat2pilkadadki yang lain akan menanggulangi banjir   no 2 sudah menghilangkan.banjir;positif
#debat2pilkadadki    akhirnya kita tahu maksud pak jokowi https:\/\/t.co\/enekh8hwhy;positif
"rt @na_dirs: bentar lagi bakal muncul jadi trending topic: \""jadi, pertanyaannya apa?\"" \ud83d\ude04 #debat2pilkadadki";positif
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;positif
rt @michusa2000: ahok, agus, atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat2pilkadadki #ahok2djarot\u2026 ;positif
rt @ochibi19: pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress, jkt lebih baik.\n#deba\u2026;positif
kl menurut pak @zul_hasan paslon mana yg penuh retorika atau teori dan paslon mana yg pisi misinya kerja nyata utk\u2026 https:\/\/t.co\/l7hxma7le5;positif
"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 ";positif
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;positif
rt @rey231213: #debat2pilkadadki  tiap debat isinya  .\n kami akan  akan akan  akan akan  .akan .. pilih yg sudah;positif
ahok tetap naik jd gubernur,,\nsalam 2 jari.. #debat2pilkadadki;positif
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;positif
rt @erixputra: jadi pertanyaannya apa? dan ahok pun joged, #debat2pilkadadki https:\/\/t.co\/ricyfbyogv;positif
(analisis) mengapa ahok unggul 73\u2105 dan paling memuaskan pasca debat https:\/\/t.co\/njybrhjrcg #debat2pilkadadki;positif
mungkin maksud paslon 1 sprt ini \ud83d\ude01\ud83d\ude01\ud83d\ude01\n\n#ahok #debat2pilkadadki \n#ahok2djarot https:\/\/t.co\/efayhvvl26;positif
rt @jokoanwar: tiap ahok djarot ngomong, nambah ilmu ya kita. #debat2pilkadadki https:\/\/t.co\/xwwrnalpbu;positif
rt @de2mbem: hanya ahok djarot pantas pimpin jakarta !! https:\/\/t.co\/ol4eb6pvgb lewat #loguepilihbadja #debat2pilkadadki #ahok #antasari @b\u2026;positif
"rt @yohanjie: ahok : \""gimana caranya membangun tanpa menggusur?\""\n\nanak pepo : \""geser dikit pak\""\n\ndikira angkot kali \ud83d\ude02\ud83d\ude02 #debat2pilkadadki";positif
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;positif
rt @deelestari: momen tak terlupakan #debat2pilkadadki https:\/\/t.co\/ec3lotsk0r;positif
"rt @yohanjie: ahok : \""gimana caranya membangun tanpa menggusur?\""\n\nanak pepo : \""geser dikit pak\""\n\ndikira angkot kali \ud83d\ude02\ud83d\ude02 #debat2pilkadadki";positif
rt @gitamontolalu: burung kutilang suka bernyanyi nyanyinya diatas peti yg lain cuma asal bunyi hanya no.2 yang kasih bukti\u2026 ;positif
rt @rdn_siregar: @tirtoid @jokoanwar orang tua yg benar2 kenal anak-anaknya wlpn banyak. #debat2pilkadadki #ahok2djarot;positif
rt @jurnintelijen: paslon 2 dalam #debat2pilkadadki semakin ditekan dan dikritisi oleh paslon 1 dan 3,  malah semakin menunjukkan kualitasn\u2026;positif
rt @iankomeng: #debat2pilkadadki\n@aniesbaswedan coba deh buka mata dan hati lebar lebar dan legowo.\npak @jokowi pantas saja buang\u2026 ;positif
rt @rey231213: #debat2pilkadadki    akhirnya kita tahu maksud pak jokowi https:\/\/t.co\/enekh8hwhy;positif
rt @kohyans: masyarakat di edukasi , jangan dibodohi . di beri solusi jangan berupa kesemuan janji . #debat2pilkadadki https:\/\/t.co\/jgp1vng\u2026;positif
"gestur anies terlihat sinis, dan sandi terlalu fokus soal kewirausahaan, kebanyakan hanya bicara \""akan\"" dlm #debat2pilkadadki";positif
"#debat2pilkadadki\nmembangun jakarta bukan \""simsalabim\"". byangannya gampang nyatanya susah.\nhttps:\/\/t.co\/2vmitojgmg";positif
rt @figoantasena: anies: pertanyaannya apa ?? \nsylvi  : boleh geser dikit ??\nahok : \ud83e\udd14 ??\nagus : bisaaa !!\n#debat2pilkadadki #badja\u2026 ;positif
paslon 2 justru tenang &amp;positif
rt @de2mbem: hanya ahok djarot pantas pimpin jakarta !! https:\/\/t.co\/ol4eb6pvgb lewat #loguepilihbadja #debat2pilkadadki #ahok #antasari @b\u2026;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @gitamontolalu: burung kutilang suka bernyanyi nyanyinya diatas peti yg lain cuma asal bunyi hanya no.2 yang kasih bukti\u2026 ;positif
#debat2pilkadadki\npdhal prtnyaan pk ahok bagus.pnasran jg bgmn cara geser pmukiman &amp;positif
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;positif
rt @pandji: urutan pertama best moment #debat2pilkadadki : pak basuki misahin bu sylvie &amp;positif
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;positif
rt @emiratesprince: ahok tetap naik jd gubernur,,\nsalam 2 jari.. #debat2pilkadadki;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
2. bagus (terlihat dari hasil nyata). sangat menguasai masalah 'teknis'. sikap tegasnya memang kadang membawa korban.\n#debat2pilkadadki;positif
prof.dr.hj ini tnyata lupa kl attitude itu imaging atau memang itu karakter asli yg muncul spontan #debat2pilkadadki https:\/\/t.co\/gwltxlqwri;positif
rt @jurnintelijen: paslon 2 dalam #debat2pilkadadki semakin ditekan dan dikritisi oleh paslon 1 dan 3,  malah semakin menunjukkan kualitasn\u2026;positif
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;positif
rt @pandji: urutan pertama best moment #debat2pilkadadki : pak basuki misahin bu sylvie &amp;positif
rt @vampiremuslimah: #debat2pilkadadki \nlansia, ibu-ibu dan wanita jakarta yang selayaknya dimuliakan, bagi si terdakwa ahok cuma leluco\u2026 ;positif
rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026;positif
rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki, sangat mulia, terima kasih pak @basuki_b\u2026;positif
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;positif
rt @rizalwahid10: cara mas anies membuka sesi debat elegan dan keren banget #debat2pilkadadki #coblosanissandi;positif
ide cerdas paslon 3 ingin memberikan subsidi kpd angkot, bagus! jakarta &amp;positif
"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 ";positif
rt @handokotw07: ikutan yuk! #memotretjakartabaru  \n\nkita pilih ahy #sologreatsale gong xi fa cai #debat2pilkadadki https:\/\/t.co\/dj5hi\u2026;positif
@gunromli agus berandai memukul, anis punya 1000 jurus latihan cuma sekali, ahok  punya satu pukulan di latihn 1000 kali #debat2pilkadadki;positif
semakin ahok-djarot dikritik dan ditelan justru semakin membuktikan kebenaran kinerjanya\n#debat2pilkadadki;positif
rt @chocoliq: berasa kan manfaat nya? drpd dulu mending sekarang \n#programbadja\n#debat2pilkadadki \n#ahokdjarot \n#tetapahokdjarot\u2026 ;positif
#debat2pilkadadki kepadapaslon:\n1.kembali k barak(dasarcalonkarbitan\n2.kembali k balai kota(gubernurbeneran\n3.kembali k kampus(dosenbeneran;positif
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;positif
rt @tweetparpol: ini harga per-berita wartawan yang dipelihara oleh pdip https:\/\/t.co\/e1s4uozeo7\n\n #debat2pilkadadki;positif
rt @robertindo1: beda konsep pembangunan jakarta #ahokdjarot vs ahy. #pilkadadki2017 #debat2pilkadadki @partaisocmed @temanahok\u2026 ;positif
@kompastv #debat2pilkadadki ahok jarot krn sdh terbukti sementara paslon 1 dan 3 hanya retorika dan masih dlm angan2.;positif
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;positif
rt @rezathfc: ahok melerai sylvi dan anies, the best moment of #debat2pilkadadki;positif
pokoknya hari ini harus #semuacoblosaniessandi, tapi tanggal 15feb #tetapahokdjarot #temanahok #debat2pilkadadki #ahokdjarothebat;positif
rt @putrirochaena: kapolri minta masyarakat lihat video pidato ahok secara utuh https:\/\/t.co\/gd8iipxqh7 lewat @tribunnews;positif
ketua mui minta ahok perjelas permintaan maafnya https:\/\/t.co\/nnqsv7jw6g;positif
rt @yogadk: cadasss!!  mas agus keren nih! live mata najwa, daripada gubernur kontroversi muluk \ud83d\ude04;positif
rt @agusfansclub_: mas agus menanggapi pertanyaan mslh dinasti,dikatakan bhw dinasti itu konotasinya negatif &amp;positif
@matanajwa mukaya agus merah bangettt, cari dukungan penonton pula untuk dukung jwbannya wkwkw;positif
mas agus yudhoyono tetap yang terbaik,semoga sukses di pilkada dki 2017;positif
agus itu memang cerdas n jadi gugup najwa  #ahymatanajwa;positif
membangun tanpa menyakiti\nanies-sandi cerdas ,santun &amp;positif
"rt @ilc_tvonenews: \""ahok sudah meminta maaf, artinya dia mengakui dirinya bersalah. tinggal proses hukum dijalankan\"" fadli zon #ilcahokmint\u2026";positif
malaysiakini ahok mohon maaf pertikai al quran ketika berkempen: bahagian siasatan jenayah polis mener... https:\/\/t.co\/anhu2ay6pw #prkdr;positif
lensaindonesia: muhaimin iskandar: permintaan maaf ahok sangat kita hargai https:\/\/t.co\/xocrzt0isy via lensaindonesia;positif
rt @agusfansclub_: tahun 2013,saat live dg @matanajwa ,mas agus sama sekali tidak terpikir untuk terjun ke dunia politik #ahymatanajwa;positif
langsung ke pancing mas agus? militer keluar :p\n#ahymatanajwa;positif
rt @imadya: perhatikan tiap sandi jawab seluruh pertanyaan, pasti ujung2nya nyambung ke lapangan pekerjaan. hanya menguasai itu saja #debat\u2026;positif
rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki, sangat mulia, terima kasih pak @basuki_b\u2026;positif
rt @jalanislam: polri minta masyarakat ikut awasi proses hukum kasus ahok  https:\/\/t.co\/ztsnwj1oco;positif
rt @kompascom: polisi cari saksi yang dengar langsung pernyataan ahok di pulau seribu. https:\/\/t.co\/syhm2ehvjh;positif
rt @harihariono1: ini jg bs jd teman ngopi : \nkapolri minta masyarakat lihat video pidato ahok secara utuh https:\/\/t.co\/yxu9gwoyah via @tri\u2026;positif
hooo ada agus yudhoyono di mata najwa.\nemang gagah sih.\n\n#lostfocus;positif
semoga tdk ada penyesalan stlh resign dr tni, mas agus yudhoyono. politik bukan dunia anda. tni lbh mbutuhkanmu..passion mu dsana.;positif
rt @amysungkono: cb pake ini aja, bisa sambil ngintip mas agus... @mbakchin https:\/\/t.co\/hxsc6wuwgw;positif
rt @matanajwa: telah hadir di studio, agus harimurti yudhoyono, bakal calon gubernur dki jakarta yang diusung partai demokrat, ppp, pkb &amp;positif
rt @agusfansclub_: tahun 2013,saat live dg @matanajwa ,mas agus sama sekali tidak terpikir untuk terjun ke dunia politik #ahymatanajwa;positif
@alonkii ya kalo belum kan tinggal bilang aja, mz agus yudhoyono itu diundang kok sama mata najwa ;positif
presiden...kapolri...gub dki paling top selama gw jd warga dki...\ud83d\udcaa\ud83c\udfff gbu all bapak2 \ud83d\ude4f\ud83c\udffb https:\/\/t.co\/hycdj80qp5;positif
rt @temanahok: suka ga suka, ahok yg ajarin kita utk mantau rapat2nya di youtube. kalau niat jelek mah buat apa? toh kita ga minta.\n#basuki\u2026;positif
"rt @dimas_wid: aamiin\""@aswhyshoanx07: mudah2an daerah2 yg lain segera menyusul laporannya.\naamin!!! https:\/\/t.co\/i45pjdkygo\""";positif
rt @wito_karyono: cerita mengharukan koh anton medan terhadap koh ahok: ahok patriot bangsa indonesia yang islami meski bukan islam \n https\u2026;positif
rt @triwul82: ini imbauan ahok supaya pemilik klub malam di jakarta tak ditutup usahanya https:\/\/t.co\/lkfxvd0lvl via @tribunnews;positif
rt @rahmath50970648: mereka senang karena di hargai oleh pak ahok\nmereka bangga hidupnya berubah\ntanpa mereka semua jakarta bagaikan tum\u2026 ;positif
rt @redirostartup: pengakuan nelayan ini ungkap jasa besar ahok dibalik kisruh reklamasi\nhttps:\/\/t.co\/8wqq7fhbsa;positif
rt @relagussylvi: sobat relasi, jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl 20.05 wib di\u2026 ;positif
alasan anies sering turun ke masyarakat meski belum masa kampanye https:\/\/t.co\/rxuo4cwhkk;positif
mas agus yudhoyono kok keliatan lebih ganteng yah malam ini di @matanajwa?;positif
rt @dimasprakbar: najwa kepengen memposisikan agus seperti mantan gub dki yg janji 5 tahun mimpin dki ternyata malah nyapres. gitu lho. nge\u2026;positif
cuci mata sesimple mantengin mas agus di mata najwa. awww~;positif
agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hati-hati dlm menjawab,, keren\n#ahymatanajwa;positif
rt @menjawablah: selama mas jomo msh jadi kusirnya,...temtu doi ga boleh disentuh,... lbh baik kita rapatkan barisan thd islam2 yg m\u2026 ;positif
rt @pujisyukur361: jkw \u2013 ahok keduanya seperti dua sejoli  yang sering bentrok dengan  rakyat . bukankah sejatinya pemimpin itu member\u2026 ;positif
kibas-kibas rambut lihat mas agus #ahymatanajwa;positif
kaya jaman mos sekolah \ud83d\ude1d\nkangen nis... (with anies) [pic] \u2014 https:\/\/t.co\/lqc7rogmdi;positif
rt @rinjanijb: hahaha..\njadi yg dukung anies sandi sekarang sdh ga anti china lagi ya.. ?\nsdh dpt hidayah rupanya..\u263a https:\/\/t.co\/7jw81r6zlk;positif
rt @karizunique: menarik banget nih perbincangan di @matanajwa, pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono :d;positif
ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/irnji8oiet;positif
rt @karizunique: menarik banget nih perbincangan di @matanajwa, pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono :d;positif
rt @gunromli: hasil kerja ahok-djarot dlm bidang ekonomi https:\/\/t.co\/vdri0nv7qb;positif
telah hadir di studio, agus harimurti yudhoyono, bakal calon gubernur dki jakarta yg diusung partai demokrat, ppp, pkb &amp;positif
@bejanawaktu serius kak? soalnya menurutku si ay (agus yudhoyono) ini...belum mantep, tp bisa gitu jawab2in. pdhl najwa nusuknya dalem.;positif
mas agus idolaku! leo banget bawaannya!;positif
ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/oiswd8joia;positif
ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/m3vfpatugg;positif
rt @dimas_wid: keliatan kok najwa yg gelisah...smua pertanyaan dijawab sg cerdas oleh mas agus.. jawab cerdas dan akurat kok dibilang emosi\u2026;positif
"rt\""@tbayupatti: dulu saya suka yusuf mansyur muda berakhlak mulia dan agamis tapi sekarang.hemsss speechless deh\ufffd\ufffd https:\/\/t.co\/pwavsamsdk\""";positif
rt @relagussylvi: sobat relasi, jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl 20.05 wib di\u2026 ;positif
ahy sdh berkunjung ke tempo dan wawancara, skr anies - sandi. ahok - djarot coming soon kayanya? https:\/\/t.co\/ixus4unei3;positif
tegakkan hukum dan keadilan terhadap ahok sebagai pelaku penghinaan al-qur\u2019an dan ulama https:\/\/t.co\/p7iyjetioh;positif
hidup misteri men kita tidak akan tau akan seperti apa\njalan hidup kita kedepannya , ngeri - ngeri sedap mas\nagus yudhoyono kerenss;positif
tanpa pandang bulu, ahok bongkar lahan hotel untuk normalisasi kali krukut: https:\/\/t.co\/jtd2afiit3 via @youtube;positif
heboh!! ahok tutup diskotik yang terbukti edarkan narkoba berita terbaru ahok: https:\/\/t.co\/9i6jypxoer via @youtube;positif
'celah korupsi habis' fadli zon : jokowi hadir di ott pungli kemenhub, mau menutupi isu ahok: https:\/\/t.co\/cedm2oyhvs via @youtube;positif
rt @okezonenews: ahok sudah minta maaf, rachmawati: proses hukum harus jalan https:\/\/t.co\/xosl2pszbt https:\/\/t.co\/3ko0rf6jnh;positif
habiburokhman : kalau ahok ikhlas, saya ajak rekan rekan maafkan dia berita terbaru hari ini: https:\/\/t.co\/cupyoppaak via @youtube;positif
keberuntungan jokowi dan ahok dapat istri idaman seperti ini berita terbaru hari ini: https:\/\/t.co\/ij5o1f82m7 via @youtube;positif
mas agus cerdas rek, mantap mas @agusyudhoyono  #ahymatanajwa;positif
rt @nusanewscom: ahok dibela megawati soal gaya bicaranya yang kasar, ustaz yusuf mansur: orang bangka belitung santun-santun https:\/\/t.co\/\u2026;positif
mestinya pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah, smua krn ahok...kl cagubnya bkn ahok ga rame!;positif
\u2192 soal quran, polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/61l0ipdfdo;positif
rt @dimasprakbar: najwa kepengen memposisikan agus seperti mantan gub dki yg janji 5 tahun mimpin dki ternyata malah nyapres. gitu lho. nge\u2026;positif
